player_id,player_name,season,position_group,PC1,PC2,kmeans_cluster,dbscan_cluster
player_783a40878ce4,Hendry,2021-2022,Defender,3.4145781580478567,-1.510666061812874,1,0
player_4db2e1c94577,Arboleda,2021-2022,Defender,2.031733555713521,-1.303210889967298,1,0
player_06ccd8ba0126,Dulanto,2021-2022,Defender,4.990524686465374,-2.0297432043327306,1,0
player_5883925e5330,Bounou,2021-2022,Goalkeeper,0.2634876939663452,-0.8953196697668574,0,0
player_03bc3384bc6e,Kobel,2021-2022,Goalkeeper,0.3336104648518901,-0.8775948592402303,0,0
player_f005172b8579,Mignolet,2021-2022,Goalkeeper,0.4455443007600898,-0.90237287431989,0,0
player_07ca7da61a85,Juan Musso,2021-2022,Other,-0.4178933346083163,-0.3791428686805485,0,0
player_0823999b8498,Pasveer,2021-2022,Goalkeeper,0.76251656459064,-1.0152358576301557,0,0
player_cd86f728cc97,Grbić,2021-2022,Goalkeeper,-0.3945075652083977,-0.6022224218409631,0,0
player_705dd27cd1bd,Diogo Costa,2021-2022,Unknown,0.6909490755644971,-0.9641193759114796,0,0
player_46a5916b7332,Ter Stegen,2021-2022,Goalkeeper,0.6576396163948502,-0.983727778460764,0,0
player_48aeb40a2e59,Locatelli,2021-2022,Midfielder,6.076719976959156,-2.049495774864834,1,0
player_c9218806d39b,Diego Carlos,2021-2022,Unknown,5.40105457146279,-2.490403627404713,1,0
player_4186ddc219dc,Mount,2021-2022,Midfielder,5.54741317105137,-2.168202072898994,1,0
player_7d453b8d4ded,Rabiot,2021-2022,Midfielder,5.896061329177614,-2.150799443302838,1,0
player_2634dfc13399,Sydorchuk,2021-2022,Midfielder,5.04782746100039,-2.140181168167448,1,0
player_b2101f1f0d72,Maguire,2021-2022,Defender,5.236511569870912,-2.303044217658826,1,0
player_e64154c5b0f0,João Palhinha,2021-2022,Unknown,8.434838388759124,-2.179667556906824,1,0
player_7fba3f68c548,Tiago Djaló,2021-2022,Unknown,4.100758453053655,-1.6437650141163969,1,0
player_007678d52721,Moumi Ngamaleu,2021-2022,Midfielder,6.09467143877658,-2.389104274553981,1,0
player_874936b265ac,Perišić,2021-2022,Midfielder,4.632022666592462,-1.767619636614398,1,0
player_e1ec3c9030a5,Nkunku,2021-2022,Midfielder,7.993017884906794,-3.742290690921609,1,0
player_3c32e93633ab,Traore,2021-2022,Midfielder,4.295085915736714,-2.0107670599226486,1,0
player_68e5cc24a84e,Burak Yılmaz,2021-2022,Forward,2.6369271332222004,-1.504135927421379,1,0
player_a36f3380b794,Pedro Porro,2021-2022,Unknown,3.848713479090212,-1.9099706017577052,1,0
player_197b26ddb02f,Lang,2021-2022,Forward,5.088588852699721,-2.3946719357082835,1,0
player_d11b0b9d97a6,Clinton Mata,2021-2022,Unknown,3.188120294946996,-1.4392849616143994,1,0
player_4c64c0193035,Freuler,2021-2022,Midfielder,6.062199215390448,-2.648447461148384,1,0
player_43f8b68f416d,Depay,2021-2022,Forward,1.898916252834753,-1.1700255791197165,1,0
player_112495f403ec,Gerard Moreno,2021-2022,Unknown,5.325686270075711,-2.784431147349483,1,0
player_abb5247cdbdf,Lo Celso,2021-2022,Midfielder,5.25831957784581,-1.9327792370775023,1,0
player_9c7e5762ebf5,F. de Jong,2021-2022,Midfielder,5.107745752393587,-2.001685620465182,1,0
player_4fd5feffffe5,Morata,2021-2022,Forward,3.94010089362268,-1.9991418324186725,1,0
player_cfea3f3802dc,Bruno Fernandes,2021-2022,Unknown,6.913280940568503,-2.8445334773732447,1,0
player_3be92d68de81,Griezmann,2021-2022,Forward,6.7028989389157285,-2.374019993566324,1,0
player_129e1eb7b1db,Sučić,2021-2022,Midfielder,3.434920287910716,-1.5104924482394453,1,0
player_6a3c53f03980,Süle,2021-2022,Defender,5.155241284689796,-1.9185551556999791,1,0
player_4a0aba13f2c5,Yaremchuk,2021-2022,Forward,4.6002510603939015,-2.3620717585010333,1,0
player_b093daa51bcc,Sarabia,2021-2022,Forward,2.7551040299095773,-1.6244300348646454,1,0
player_92066ccff864,Matheus Nunes,2021-2022,Unknown,4.408476724303156,-2.1870808282476384,1,0
player_695841394871,James,2021-2022,Defender,6.342609740590958,-2.6383183192141395,1,0
player_5deacff4f8f6,Aebischer,2021-2022,Midfielder,5.802985488720912,-2.183860732289965,1,0
player_eca7e86dc137,Bellingham,2021-2022,Midfielder,8.038776407215813,-2.9356023292616187,1,0
player_5bf9c68f11a2,Zinchenko,2021-2022,Defender,5.880943280906629,-2.1243496986487527,1,0
player_a41ad07569f5,De Ketelaere,2021-2022,Forward,2.1981984882033783,-1.4307759463926224,1,0
player_4e011a5d43cf,Čolak,2021-2022,Forward,2.158466396507837,-0.9558918396019922,1,0
player_abc76765bf30,Reus,2021-2022,Midfielder,6.218878744842229,-2.975682373943977,1,0
player_73421d5f292c,Rakitskyy,2021-2022,Defender,6.758365856001785,-2.794732245102525,1,0
player_740d51dc41f1,Barella,2021-2022,Unknown,3.4244543313628237,-1.049715221477057,1,0
player_bcf6884576cb,Innocent,2021-2022,Midfielder,4.907138057289547,-1.483054805303624,1,0
player_5b9078352d5a,Taremi,2021-2022,Forward,4.080245320959018,-1.8004739182662746,1,0
player_bf5dce39f176,João Mário,2021-2022,Unknown,6.19560634766386,-2.2256581346788757,1,0
player_cb7526a20250,Addo,2021-2022,Midfielder,6.760528116488277,-1.823679485236543,1,0
player_967d7496efdb,Tsygankov,2021-2022,Midfielder,3.7906395875679526,-1.6799383573237523,1,0
player_9773bf404d60,Elia,2021-2022,Forward,2.9823426089250447,-1.567124836213177,1,0
player_7de3d6cd392b,De Vrij,2021-2022,Defender,5.296114133317283,-2.2374614688655843,1,0
player_2a7a67917f74,Sergio Busquets,2021-2022,Unknown,6.264281138509566,-1.984249772589909,1,0
player_5d457216e51e,Shaparenko,2021-2022,Midfielder,6.338632633476321,-2.1320809294887058,1,0
player_c831c92cd56d,Mukiele,2021-2022,Defender,4.835225073137779,-1.837527088800253,1,0
player_b1bdd80eb9ef,Wendel,2021-2022,Midfielder,5.660707720422379,-2.315562166078975,1,0
player_73c96a9bb750,Meunier,2021-2022,Defender,4.835914021327228,-1.87081329536674,1,0
player_9421124577c2,De Roon,2021-2022,Midfielder,5.272033401988411,-1.745057858835084,1,0
player_eac792c93e91,Nsoki,2021-2022,Defender,4.231312816364945,-1.496776810483794,1,0
player_47947c0ab827,Renan Lodi,2021-2022,Unknown,5.8931800615330365,-1.744046874255705,1,0
player_570b7f149ef6,Davies,2021-2022,Midfielder,4.801523495990922,-1.7060127752745944,1,0
player_27c3587610d7,Maycon,2021-2022,Midfielder,4.192952138837694,-1.5887781105840548,1,0
player_27d54f2b91fc,Carrasco,2021-2022,Forward,1.2948190817738363,-0.4316726925094621,0,0
player_5d978bac3469,Cuadrado,2021-2022,Midfielder,4.033593599582578,-1.540067570058666,1,0
player_7e04da88cbb8,Felipe,2021-2022,Unknown,4.31972169357736,-0.6822653026359179,1,0
player_7815b02f5c10,Witsel,2021-2022,Midfielder,5.029731646709712,-1.8506626377236584,1,0
player_70080aa08b4f,Neymar,2021-2022,Unknown,3.538618382754949,-1.67245017537513,1,0
player_bca8b6db3c84,Bamba,2021-2022,Forward,4.421077943126738,-1.7264950553840614,1,0
player_936f80317412,Dumfries,2021-2022,Unknown,3.1800358457077142,-1.0971188209832603,1,0
player_c18f68284614,Goretzka,2021-2022,Midfielder,6.509372007440132,-2.1121088672460098,1,0
player_0e458b6779b9,Zapata,2021-2022,Forward,6.052843591142391,-2.8412169885876137,1,0
player_148e80fe67ab,Coquelin,2021-2022,Midfielder,4.683027342393287,-1.2803219574610754,1,0
player_bf7eab7c489a,Ocampos,2021-2022,Midfielder,4.164458325021728,-1.9809537944899973,1,0
player_638d49d40512,Lauper,2021-2022,Midfielder,5.924199465412642,-2.004383094807204,1,0
player_9a74d934350e,Grealish,2021-2022,Midfielder,4.558079783027617,-1.7059188776509908,1,0
player_132ab4399584,Claudinho,2021-2022,Midfielder,6.104449296826707,-2.3770692252107346,1,0
player_dd9e2080ceeb,Otávio,2021-2022,Unknown,4.2828625093425625,-1.2539408863988908,1,0
player_76014e01d291,Feddal,2021-2022,Defender,2.9990025038815333,-1.1811687766793169,1,0
player_e12b91ef8120,Palomino,2021-2022,Defender,5.382911991521547,-2.29737604564385,1,0
player_f167aae51a2e,T. Hernández,2021-2022,Defender,3.982820452171648,-1.688480318527502,1,0
player_62bf43e2db26,Danilo,2021-2022,Unknown,4.315509567120304,-1.7441571801373337,1,0
player_06e97612795e,Mykolenko,2021-2022,Defender,2.7743023510832736,-1.2824336544978014,1,0
player_e824cf46abf1,Syrota,2021-2022,Defender,2.613547493793463,-1.172214839357821,1,0
player_497cfe9fd0a4,Koundé,2021-2022,Defender,4.895311208030543,-1.9220791366115069,1,0
player_86273ce3ae5d,Savić,2021-2022,Defender,3.114221691981113,-1.4195644683055912,1,0
player_544d65251b57,Akanji,2021-2022,Defender,3.686044967521809,-1.5391039308220371,1,0
player_6eeca279b335,L. Nielsen,2021-2022,Defender,3.28307890712515,-1.5136304422419635,1,0
player_c8f759a53985,Marlon,2021-2022,Defender,4.65761329269161,-1.7385361448063663,1,0
player_cf885adcca86,Mbemba,2021-2022,Defender,3.979332153937365,-1.2215466341268888,1,0
player_45b3aad9d77e,Casteels,2021-2022,Goalkeeper,0.1289539107128485,-0.7206114035277866,0,0
player_1991054e095e,Ersin Destanoğlu,2021-2022,Goalkeeper,-0.156739394179601,-0.6343072696648285,0,0
player_bc120503eea2,Donnarumma,2021-2022,Unknown,0.2964382551508873,-0.7889129274863054,0,0
player_0922bc03451a,Gulácsi,2021-2022,Goalkeeper,0.2981001020500838,-0.7832262131819819,0,0
player_78438dd618b4,Bushchan,2021-2022,Goalkeeper,0.2598849055934432,-0.7595284685814204,0,0
player_c20411752f34,Athanasiadis,2021-2022,Goalkeeper,-0.1078035023377998,-0.6476074517506321,0,0
player_2125ebb87ab9,Musiala,2021-2022,Midfielder,3.626363578159238,-1.4667916958663345,1,0
player_7c0fe9712162,Brorsson,2021-2022,Defender,3.056820088605185,-1.408249838862141,1,0
player_82808be83c55,Ziyech,2021-2022,Midfielder,7.034799683657397,-2.282414595189025,1,0
player_7ab818320507,Saelemaekers,2021-2022,Midfielder,3.524823153693145,-1.206353480595307,1,0
player_8dad21924f80,Douglas Santos,2021-2022,Defender,4.000786122097869,-1.6258553514066738,1,0
player_810a50a04a6b,Chistiakov,2021-2022,Defender,4.650319817042377,-1.2999799428074328,1,0
player_86a32c5aa5f7,Welinton Souza,2021-2022,Defender,7.300009514280084,-1.8050977643101325,1,0
player_5b340a5c6da1,Berget,2021-2022,Midfielder,1.2825839515328552,-0.7796689509178891,0,0
player_1f1139d9c904,Onguéné,2021-2022,Defender,3.904776934832149,-1.5108010959342526,1,0
player_2bc790fd00f7,Buyalskiy,2021-2022,Midfielder,2.2019513709563845,-1.2333591347983548,1,0
player_9e6656d4d226,Xeka,2021-2022,Unknown,4.177149539977744,-1.5070676866979935,1,0
player_9f43f0450c79,Mæhle,2021-2022,Defender,2.794348456711239,-1.2821943768857729,1,0
player_bbb5ff6dc382,Garcia,2021-2022,Defender,4.434955909918981,-1.4964853842661996,1,0
player_8fd8242b397b,Malcom,2021-2022,Forward,2.934379755584224,-1.340668791306053,1,0
player_570a90bfbf8c,Fred,2021-2022,Unknown,4.4650740048009,-1.6251078999837754,1,0
player_73aa9edc62f8,Angeliño,2021-2022,Unknown,3.4993520451586635,-1.2899571769600169,1,0
player_460f4a14bf90,Pedraza,2021-2022,Midfielder,3.205782997893304,-1.024566573788737,1,0
player_3080d0cf1837,Pino,2021-2022,Forward,4.482224373354424,-1.7759144677526582,1,0
