match_id,season,date,home_team_id,away_team_id,stadium,city,country,referee,home_score,away_score,possession_home,possession_away
m_64,2012-2013,13-02-2013,0fe76b7fe2ce,9457f1ba26ee,Donbass Arena,Donetsk,Ucrania,Howard Webb,2,2,0.49,0.51
m_65,2012-2013,12-03-2013,9457f1ba26ee,0fe76b7fe2ce,BVB Stadion Dortmund,Dortmund,Alemania,Damir Skomina,3,0,0.46,0.54
m_66,2012-2013,19-02-2013,8493f398f200,c555476e6381,Estadio do Dragao,Porto,Portugal,Mark Clattenburg,1,0,0.63,0.37
m_67,2012-2013,13-03-2013,c555476e6381,8493f398f200,La Rosaleda,Malaga,España,Nicola Rizzoli,2,0,0.51,0.49
m_68,2012-2013,19-02-2013,4fc9baf21034,240dd2121e44,Emirates Stadium,Londres,Inglaterra,Svein Oddvar Moen,1,3,0.58,0.42
m_69,2012-2013,13-03-2013,240dd2121e44,4fc9baf21034,Allianz Arena,Munich,Alemania,Pavel Královec,0,2,0.55,0.45
m_70,2012-2013,20-02-2013,088d5f86b6f2,550d05ab240e,San Siro,Milán,Italia,Craig Thomson,2,0,0.28,0.72
m_71,2012-2013,12-03-2013,550d05ab240e,088d5f86b6f2,Camp Nou,Barcelona,España,Viktor Kassai,4,0,0.67,0.33
m_72,2012-2013,20-02-2013,bd35d091e000,09231e49e8f9,Turk Telekom Arena,Estambul,Turquia,William Collum,1,1,0.43,0.57
m_73,2012-2013,12-03-2013,09231e49e8f9,bd35d091e000,Veltins-Arena,Gelsenkirchen,Alemania,Jonas Eriksson,2,3,0.6,0.4
m_74,2012-2013,02-04-2013,bdec8a408440,550d05ab240e,Parc des Princes,Paris,Francia,Wolfgang Stark,2,2,0.68,0.32
m_75,2012-2013,10-04-2013,550d05ab240e,bdec8a408440,Camp Nou,Barcelona,España,Björn Kuipers,1,1,0.63,0.37
m_76,2012-2013,02-04-2013,240dd2121e44,fdb4b66db097,Allianz Arena,Munich,Alemania,Mark Clattenburg,2,0,0.55,0.45
m_77,2012-2013,10-04-2013,fdb4b66db097,240dd2121e44,Juventus Stadium,Turin,Italia,Carlos Velasco Carballo,0,2,0.42,0.58
m_78,2012-2013,03-04-2013,c555476e6381,9457f1ba26ee,La Rosaleda,Malaga,España,Jonas Eriksson,0,0,0.5,0.5
m_79,2012-2013,09-04-2013,9457f1ba26ee,c555476e6381,Signal Iduna Park,Dortmund,Alemania,Craig Thomson,3,2,0.62,0.38
m_80,2012-2013,03-04-2013,93330b415214,bd35d091e000,Santiago Bernabeu,Madrid,España,Svein Oddvar Moen,3,0,0.5,0.5
m_81,2012-2013,09-04-2013,bd35d091e000,93330b415214,Turk Telekom Arena,Estambul,Turquia,Stéphane Lannoy,3,2,0.57,0.43
m_82,2012-2013,23-04-2013,240dd2121e44,550d05ab240e,Allianz Arena,Munich,Alemania,Viktor Kassai,4,0,0.34,0.66
m_83,2012-2013,01-05-2013,550d05ab240e,240dd2121e44,Camp Nou,Barcelona,España,Damir Skomina,0,3,0.6,0.4
m_84,2012-2013,24-04-2013,9457f1ba26ee,93330b415214,Signal Iduna Park,Dortmund,Alemania,Björn Kuipers,4,1,0.44,0.56
m_85,2012-2013,30-04-2013,93330b415214,9457f1ba26ee,Santiago Bernabeu,Madrid,España,Howard Webb,2,0,0.65,0.35
m_86,2012-2013,25-05-2013,240dd2121e44,9457f1ba26ee,Wembley,Londres,Inglaterra,Nicola Rizzoli,2,1,0.61,0.39
m_87,2013-2014,18-02-2014,ebf2d2f5d61d,550d05ab240e,Etihad Stadium,Manchester,Inglaterra,Jonas Eriksson,0,2,0.32,0.68
m_88,2013-2014,12-03-2014,550d05ab240e,ebf2d2f5d61d,Camp Nou,Barcelona,España,Stéphane Lannoy,2,1,0.58,0.42
m_89,2013-2014,19-02-2014,4fc9baf21034,240dd2121e44,Emirates Stadium,Londres,Inglaterra,Nicola Rizzoli,0,2,0.21,0.79
m_90,2013-2014,11-03-2014,240dd2121e44,4fc9baf21034,Allianz Arena,Munich,Alemania,Svein Oddvar Moen,1,1,0.67,0.33
m_91,2013-2014,18-02-2014,088d5f86b6f2,216584413ea9,San Siro,Milán,Italia,,0,1,0.51,0.49
m_92,2013-2014,11-03-2014,216584413ea9,088d5f86b6f2,Vicente Calderon,Madrid,España,Mark Clattenburg,4,1,0.47,0.53
m_93,2013-2014,19-02-2014,e1e2b54b5c32,bdec8a408440,BayArena,Leverkusen,Alemania,,0,4,0.36,0.64
m_94,2013-2014,12-03-2014,bdec8a408440,e1e2b54b5c32,Parc des Princes,Paris,Francia,Ivan Bebek,2,1,0.38,0.62
m_95,2013-2014,25-02-2014,d95852bfc168,9ff48521032a,Karaiskakis Stadium,Pireo,Grecia,,2,0,0.4,0.6
m_96,2013-2014,19-03-2014,9ff48521032a,d95852bfc168,Old Trafford,Manchester,Inglaterra,,3,0,0.49,0.51
m_97,2013-2014,25-02-2014,479bf0803cf7,9457f1ba26ee,Petrovsky Stadium,San Petersburgo,Rusia,William Collum,2,4,0.59,0.41
m_98,2013-2014,19-03-2014,9457f1ba26ee,479bf0803cf7,Signal Iduna Park,Dortmund,Alemania,Alberto Undiano Mallenco,1,2,0.48,0.52
