match_id,season,date,home_team_id,away_team_id,stadium,city,country,referee,home_score,away_score,possession_home,possession_away
match_c1e932209c64,2015-2016,17-02-2016,team_4a09693dd492,team_43ce4c528499,Ghelamco Arena,Ghent,Bélgica,Svein Oddvar Moen,2,3,0.6,0.4
match_830c7c9d7548,2015-2016,08-03-2016,team_43ce4c528499,team_4a09693dd492,Volkswagen Arena,Wolfsburg,Alemania,Damir Skomina,1,0,0.47,0.53
match_6178ddd5f4db,2015-2016,05-04-2016,team_dea56e47f1c6,team_7c96c6c75fa1,Camp Nou,Barcelona,España,Felix Brych,2,1,0.74,0.26
match_d098a11cc002,2015-2016,13-04-2016,team_7c96c6c75fa1,team_dea56e47f1c6,Vicente Calderon,Madrid,España,Nicola Rizzoli,2,0,0.23,0.77
match_45284b0bfc45,2015-2016,05-04-2016,team_005131c0e2cb,team_41d823ab960e,Allianz Arena,Munich,Alemania,Szymon Marciniak,1,0,0.68,0.32
match_eb4044fc99e3,2015-2016,13-04-2016,team_41d823ab960e,team_005131c0e2cb,Estadio da Luz,Lisboa,Portugal,Björn Kuipers,2,2,0.26,0.74
match_790c37f3ab0e,2015-2016,06-04-2016,team_43ce4c528499,team_bd172eeb9d96,Volkswagen Arena,Wolfsburg,Alemania,Gianluca Rocchi,2,0,0.39,0.61
match_9b07647f0c8b,2015-2016,12-04-2016,team_bd172eeb9d96,team_43ce4c528499,Santiago Bernabeu,Madrid,España,Viktor Kassai,3,0,0.58,0.42
match_d9291ad636cf,2015-2016,06-04-2016,team_268fb4595b07,team_13d462033389,Parc des Princes,Paris,Francia,Milorad Mažić,2,2,0.33,0.67
match_8c858a2c8cfb,2015-2016,12-04-2016,team_13d462033389,team_268fb4595b07,Etihad Stadium,Manchester,Inglaterra,Carlos Velasco Carballo,1,0,0.36,0.64
match_f3dec0d0a77b,2015-2016,26-04-2016,team_13d462033389,team_bd172eeb9d96,Etihad Stadium,Manchester,Inglaterra,Cüneyt Çakır,0,0,0.45,0.55
match_fae031772225,2015-2016,04-05-2016,team_bd172eeb9d96,team_13d462033389,Santiago Bernabeu,Madrid,España,Damir Skomina,1,0,0.55,0.45
match_fad23c09c80f,2015-2016,27-04-2016,team_7c96c6c75fa1,team_005131c0e2cb,Vicente Calderon,Madrid,España,Mark Clattenburg,1,0,0.26,0.74
match_87d2defefbff,2015-2016,03-05-2016,team_005131c0e2cb,team_7c96c6c75fa1,Allianz Arena,Munich,Alemania,Cüneyt Çakır,2,1,0.73,0.27
match_fd59cba432a4,2015-2016,28-05-2016,team_bd172eeb9d96,team_7c96c6c75fa1,San Siro,Milán,Italia,Mark Clattenburg,1,1,0.48,0.52
match_568a86e3fb6a,2016-2017,14-02-2017,team_268fb4595b07,team_dea56e47f1c6,Parc des Princes,Paris,Francia,Szymon Marciniak,4,0,0.57,0.43
match_ee24c967219e,2016-2017,08-03-2017,team_dea56e47f1c6,team_268fb4595b07,Camp Nou,Barcelona,España,Deniz Aytekin,6,1,0.71,0.29
match_b589b68ea8f5,2016-2017,15-02-2017,team_41d823ab960e,team_97ee5474801c,Estadio da Luz,Lisboa,Portugal,NULL,1,0,0.31,0.69
match_d9603c268c94,2016-2017,08-03-2017,team_97ee5474801c,team_41d823ab960e,Signal Iduna Park,Dortmund,Alemania,Martin Atkinson,4,0,0.55,0.45
match_73b1c6ccf4b9,2016-2017,14-02-2017,team_005131c0e2cb,team_1c5442c0461e,Allianz Arena,Munich,Alemania,NULL,5,1,0.74,0.26
match_2bf997d89504,2016-2017,07-03-2017,team_1c5442c0461e,team_005131c0e2cb,Emirates Stadium,Londres,Inglaterra,Tasos Sidiropoulos,1,5,0.43,0.57
match_5e555c43f2fb,2016-2017,15-02-2017,team_bd172eeb9d96,team_81bd8fe38f89,Santiago Bernabeu,Madrid,España,Damir Skomina,3,1,0.5,0.5
match_829cb14a20bf,2016-2017,07-03-2017,team_81bd8fe38f89,team_bd172eeb9d96,San Paolo,Napoles,Italia,Cüneyt Çakır,1,3,0.55,0.45
match_b626e790e348,2016-2017,21-02-2017,team_13d462033389,team_77f09e122946,Etihad Stadium,Manchester,Inglaterra,Antonio Mateu Lahoz,5,3,0.67,0.33
match_7f8dd1ccc5e2,2016-2017,15-03-2017,team_77f09e122946,team_13d462033389,Stade Louis II,Monaco,Monaco,Gianluca Rocchi,3,1,0.41,0.59
match_1a082955ce8d,2016-2017,21-02-2017,team_099f7fbab1ee,team_7c96c6c75fa1,BayArena,Leverkusen,Alemania,William Collum,2,4,0.62,0.38
match_d72d79db2fa6,2016-2017,15-03-2017,team_7c96c6c75fa1,team_099f7fbab1ee,Vicente Calderon,Madrid,España,Sergei Karasev,0,0,0.44,0.56
match_313f32a62b70,2016-2017,22-02-2017,team_71d6c631e36a,team_b89dc80fb627,Estadio do Dragao,Porto,Portugal,Felix Brych,0,2,0.24,0.76
match_8c62ad036942,2016-2017,14-03-2017,team_b89dc80fb627,team_71d6c631e36a,Juventus Stadium,Turin,Italia,Ovidiu Haţegan,1,0,0.66,0.34
match_9daed8021457,2016-2017,22-02-2017,team_ba5feb35eabd,team_c235bea0695a,Ramon Sanchez Pizjuan,Sevilla,España,Clément Turpin,2,1,0.72,0.28
match_247b68f20113,2016-2017,14-03-2017,team_c235bea0695a,team_ba5feb35eabd,King Power Stadium,Leicester,Inglaterra,Daniele Orsato,2,0,0.29,0.71
match_420f33c01569,2016-2017,11-04-2017,team_b89dc80fb627,team_dea56e47f1c6,Juventus Stadium,Turin,Italia,Szymon Marciniak,3,0,0.32,0.68
match_503450acd77d,2016-2017,19-04-2017,team_dea56e47f1c6,team_b89dc80fb627,Camp Nou,Barcelona,España,Björn Kuipers,0,0,0.65,0.35
match_75abaf1a80df,2016-2017,11-04-2017,team_97ee5474801c,team_77f09e122946,Signal Iduna Park,Dortmund,Alemania,NULL,2,3,0.35,0.65
match_0a37b920af87,2016-2017,19-04-2017,team_77f09e122946,team_97ee5474801c,Stade Louis II,Monaco,Monaco,Damir Skomina,3,1,0.3,0.7
match_a6f697f200f2,2016-2017,12-04-2017,team_7c96c6c75fa1,team_c235bea0695a,Vicente Calderon,Madrid,España,Jonas Eriksson,1,0,0.68,0.32
match_100ccbaab35b,2016-2017,18-04-2017,team_c235bea0695a,team_7c96c6c75fa1,King Power Stadium,Leicester,Inglaterra,Gianluca Rocchi,1,1,0.56,0.44
match_12524775255b,2016-2017,12-04-2017,team_005131c0e2cb,team_bd172eeb9d96,Allianz Arena,Munich,Alemania,Nicola Rizzoli,1,2,0.48,0.52
match_40993e60e99d,2016-2017,18-04-2017,team_bd172eeb9d96,team_005131c0e2cb,Santiago Bernabeu,Madrid,España,Viktor Kassai,4,2,0.48,0.52
match_9c6c8f745a8d,2016-2017,02-05-2017,team_bd172eeb9d96,team_7c96c6c75fa1,Santiago Bernabeu,Madrid,España,Martin Atkinson,3,0,0.62,0.38
match_00a178c58341,2016-2017,10-05-2017,team_7c96c6c75fa1,team_bd172eeb9d96,Vicente Calderon,Madrid,España,Cüneyt Çakır,2,1,0.36,0.64
match_6ec02a80ad69,2016-2017,03-05-2017,team_77f09e122946,team_b89dc80fb627,Stade Louis II,Monaco,Monaco,Antonio Mateu Lahoz,0,2,0.5,0.5
match_e53b07e6978f,2016-2017,09-05-2017,team_b89dc80fb627,team_77f09e122946,Juventus Stadium,Turin,Italia,Björn Kuipers,2,1,0.52,0.48
match_044993f02718,2016-2017,03-06-2017,team_b89dc80fb627,team_bd172eeb9d96,Millennium Stadium,Cardiff,Gales,Felix Brych,1,4,0.44,0.56
match_85cbb139727d,2017-2018,13-02-2018,team_b89dc80fb627,team_5e0fb1614a5f,Allianz Stadium,Turin,Italia,Felix Brych,2,2,0.34,0.66
match_717a43862a50,2017-2018,07-03-2018,team_5e0fb1614a5f,team_b89dc80fb627,Wembley,Londres,Inglaterra,Szymon Marciniak,1,2,0.54,0.46
match_2f0a446df697,2017-2018,13-02-2018,team_7aaf6c53e9fe,team_13d462033389,St. Jakob-Park,Basilea,Suiza,Jonas Eriksson,0,4,0.26,0.74
match_3533aa3e5f38,2017-2018,07-03-2018,team_13d462033389,team_7aaf6c53e9fe,Etihad Stadium,Manchester,Inglaterra,Pavel Královec,1,2,0.78,0.22
match_d1fdba228264,2017-2018,14-02-2018,team_71d6c631e36a,team_d177b4d1d9e6,Estadio do Dragao,Porto,Portugal,Daniele Orsato,0,5,0.45,0.55
match_3dafa35a280e,2017-2018,06-03-2018,team_d177b4d1d9e6,team_71d6c631e36a,Anfield,Liverpool,Inglaterra,Felix Zwayer,0,0,0.66,0.34
match_e52b32703aa6,2017-2018,14-02-2018,team_bd172eeb9d96,team_268fb4595b07,Santiago Bernabeu,Madrid,España,Gianluca Rocchi,3,1,0.5,0.5
match_2d9184f6382d,2017-2018,06-03-2018,team_268fb4595b07,team_bd172eeb9d96,Parc des Princes,Paris,Francia,Felix Brych,1,2,0.5,0.5
match_b4981a3e6877,2017-2018,20-02-2018,team_91cb315a6405,team_dea56e47f1c6,Stamford Bridge,Londres,Inglaterra,Cüneyt Çakır,1,1,0.27,0.73
match_e82ffd97b591,2017-2018,14-03-2018,team_dea56e47f1c6,team_91cb315a6405,Camp Nou,Barcelona,España,Damir Skomina,3,0,0.56,0.44
match_b3106d2e7144,2017-2018,20-02-2018,team_005131c0e2cb,team_599c5fbdfcd4,Allianz Arena,Munich,Alemania,Ovidiu Haţegan,5,0,0.69,0.31
match_79fd9e2e8367,2017-2018,14-03-2018,team_599c5fbdfcd4,team_005131c0e2cb,Vodafone Park,Estambul,Turquia,Michael Oliver,1,3,0.49,0.51
match_7b3c42afe0ef,2017-2018,21-02-2018,team_c8257652cf16,team_2e92d188dbdb,Metalist Stadium,Kharkiv,Ucrania,William Collum,2,1,0.52,0.48
match_98366804c46c,2017-2018,13-03-2018,team_2e92d188dbdb,team_c8257652cf16,Stadio Olimpico,Roma,Italia,Alberto Undiano Mallenco,1,0,0.37,0.63
match_8908f7316aff,2017-2018,21-02-2018,team_ba5feb35eabd,team_2cd2088171b7,Ramon Sanchez Pizjuan,Sevilla,España,NULL,0,0,0.57,0.43
match_17242fb763e7,2017-2018,13-03-2018,team_2cd2088171b7,team_ba5feb35eabd,Old Trafford,Manchester,Inglaterra,NULL,1,2,0.51,0.49
match_f513fc4867cc,2017-2018,03-04-2018,team_b89dc80fb627,team_bd172eeb9d96,Allianz Stadium,Turin,Italia,Cüneyt Çakır,0,3,0.44,0.56
match_0f25d8c1119d,2017-2018,11-04-2018,team_bd172eeb9d96,team_b89dc80fb627,Santiago Bernabeu,Madrid,España,Michael Oliver,1,3,0.62,0.38
match_04760c7683be,2017-2018,03-04-2018,team_ba5feb35eabd,team_005131c0e2cb,Ramon Sanchez Pizjuan,Sevilla,España,Daniele Orsato,1,2,0.42,0.58
match_215ebc83ea8b,2017-2018,11-04-2018,team_005131c0e2cb,team_ba5feb35eabd,Allianz Arena,Munich,Alemania,William Collum,0,0,0.5,0.5
match_8c1cd89ac67e,2017-2018,04-04-2018,team_dea56e47f1c6,team_2e92d188dbdb,Camp Nou,Barcelona,España,Danny Makkelie,4,1,0.59,0.41
match_4c68b0c12a7a,2017-2018,10-04-2018,team_2e92d188dbdb,team_dea56e47f1c6,Stadio Olimpico,Roma,Italia,Clément Turpin,3,0,0.43,0.57
match_bea402e94470,2017-2018,04-04-2018,team_d177b4d1d9e6,team_13d462033389,Anfield,Liverpool,Inglaterra,Felix Brych,3,0,0.34,0.66
match_1a2ff70bbacb,2017-2018,10-04-2018,team_13d462033389,team_d177b4d1d9e6,Etihad Stadium,Manchester,Inglaterra,Antonio Mateu Lahoz,1,2,0.68,0.32
match_c77fb5184ca0,2017-2018,24-04-2018,team_d177b4d1d9e6,team_2e92d188dbdb,Anfield,Liverpool,Inglaterra,Felix Brych,5,2,0.49,0.51
match_e63cd1df158e,2017-2018,02-05-2018,team_2e92d188dbdb,team_d177b4d1d9e6,Stadio Olimpico,Roma,Italia,Damir Skomina,4,2,0.6,0.4
match_c8ccaf8e3115,2017-2018,25-04-2018,team_005131c0e2cb,team_bd172eeb9d96,Allianz Arena,Munich,Alemania,Björn Kuipers,1,2,0.6,0.4
match_0d46258fe0ee,2017-2018,01-05-2018,team_bd172eeb9d96,team_005131c0e2cb,Santiago Bernabeu,Madrid,España,Cüneyt Çakır,2,2,0.4,0.6
match_4e4c3c78ef9f,2017-2018,26-05-2018,team_bd172eeb9d96,team_d177b4d1d9e6,NSC Olimpiyskiy,Kiev,Ucrania,Milorad Mažić,3,1,0.66,0.34
match_7bb8c29f0a00,2018-2019,12-02-2019,team_2cd2088171b7,team_268fb4595b07,Old Trafford,Manchester,Inglaterra,NULL,0,2,0.32,0.68
match_21638fd359a7,2018-2019,06-03-2019,team_268fb4595b07,team_2cd2088171b7,Parc des Princes,Paris,Francia,NULL,1,3,0.28,0.72
match_08662ceb030a,2018-2019,12-02-2019,team_2e92d188dbdb,team_71d6c631e36a,Stadio Olimpico,Roma,Italia,Danny Makkelie,2,1,0.43,0.57
match_b475c149c0c1,2018-2019,06-03-2019,team_71d6c631e36a,team_2e92d188dbdb,Estadio do Dragao,Porto,Portugal,Cüneyt Çakır,3,1,0.59,0.41
match_9fe64c6fb6a0,2018-2019,13-02-2019,team_2705a83a5a06,team_bd172eeb9d96,Johan Cruyff Arena,Amsterdam,Paises Bajos,Damir Skomina,1,2,0.5,0.5
match_6fe65ddb4198,2018-2019,05-03-2019,team_bd172eeb9d96,team_2705a83a5a06,Santiago Bernabeu,Madrid,España,Felix Brych,1,4,0.57,0.43
match_e001d31a992b,2018-2019,13-02-2019,team_5e0fb1614a5f,team_97ee5474801c,Wembley,Londres,Inglaterra,Antonio Mateu Lahoz,3,0,0.53,0.47
match_ad9fad52a721,2018-2019,05-03-2019,team_97ee5474801c,team_5e0fb1614a5f,Signal Iduna Park,Dortmund,Alemania,Danny Makkelie,0,1,0.64,0.36
match_53ce032d2bf4,2018-2019,19-02-2019,team_10b53d95e2d3,team_dea56e47f1c6,Groupama Stadium,Lyon,Francia,Cüneyt Çakır,0,0,0.37,0.63
match_6030ba70b9f9,2018-2019,13-03-2019,team_dea56e47f1c6,team_10b53d95e2d3,Camp Nou,Barcelona,España,Szymon Marciniak,5,1,0.55,0.45
match_d2eff7e1bf33,2018-2019,19-02-2019,team_d177b4d1d9e6,team_005131c0e2cb,Anfield,Liverpool,Inglaterra,Gianluca Rocchi,0,0,0.49,0.51
match_bd5975fc01d6,2018-2019,13-03-2019,team_005131c0e2cb,team_d177b4d1d9e6,Allianz Arena,Munich,Alemania,Daniele Orsato,1,3,0.58,0.42
match_f96a96b0f623,2018-2019,20-02-2019,team_7c96c6c75fa1,team_b89dc80fb627,Wanda Metropolitano,Madrid,España,Felix Zwayer,2,0,0.37,0.63
match_05998f574c56,2018-2019,12-03-2019,team_b89dc80fb627,team_7c96c6c75fa1,Juventus Stadium,Turin,Italia,Björn Kuipers,3,0,0.62,0.38
match_6c4308c9dc70,2018-2019,20-02-2019,team_b72cd3ffa1d1,team_13d462033389,Veltins-Arena,Gelsenkirchen,Alemania,Carlos del Cerro Grande,2,3,0.34,0.66
match_96f307dd1546,2018-2019,12-03-2019,team_13d462033389,team_b72cd3ffa1d1,Etihad Stadium,Manchester,Inglaterra,Clément Turpin,7,0,0.72,0.28
match_25473cfd3a9c,2018-2019,09-04-2019,team_d177b4d1d9e6,team_71d6c631e36a,Anfield,Liverpool,Inglaterra,Antonio Mateu Lahoz,2,0,0.64,0.36
match_3cf3d97b8363,2018-2019,17-04-2019,team_71d6c631e36a,team_d177b4d1d9e6,Estadio do Dragao,Porto,Portugal,Danny Makkelie,1,4,0.51,0.49
match_588cc380cd6d,2018-2019,09-04-2019,team_5e0fb1614a5f,team_13d462033389,Tottenham Hotspur Stadium,Londres,Inglaterra,Björn Kuipers,1,0,0.41,0.59
match_79c75ebb1360,2018-2019,17-04-2019,team_13d462033389,team_5e0fb1614a5f,Etihad Stadium,Manchester,Inglaterra,Cüneyt Çakır,4,3,0.66,0.34
match_5332d74bbbf4,2018-2019,10-04-2019,team_2705a83a5a06,team_b89dc80fb627,Johan Cruyff Arena,Amsterdam,Paises Bajos,Carlos del Cerro Grande,1,1,0.61,0.39
match_e68029de50d2,2018-2019,16-04-2019,team_b89dc80fb627,team_2705a83a5a06,Juventus Stadium,Turin,Italia,Clément Turpin,1,2,0.51,0.49
match_38e4ad323ddf,2018-2019,10-04-2019,team_2cd2088171b7,team_dea56e47f1c6,Old Trafford,Manchester,Inglaterra,NULL,0,1,0.34,0.66
match_6a2b889fc00a,2018-2019,16-04-2019,team_dea56e47f1c6,team_2cd2088171b7,Camp Nou,Barcelona,España,NULL,3,0,0.66,0.34
match_0243dc7d1ec6,2018-2019,30-04-2019,team_5e0fb1614a5f,team_2705a83a5a06,Tottenham Hotspur Stadium,Londres,Inglaterra,Antonio Mateu Lahoz,0,1,0.51,0.49
match_2e47d60b8e62,2018-2019,08-05-2019,team_2705a83a5a06,team_5e0fb1614a5f,Johan Cruyff Arena,Amsterdam,Paises Bajos,Felix Brych,2,3,0.4,0.6
match_d0349b337159,2018-2019,01-05-2019,team_dea56e47f1c6,team_d177b4d1d9e6,Camp Nou,Barcelona,España,Björn Kuipers,3,0,0.48,0.52
match_abefdadd0fd9,2018-2019,07-05-2019,team_d177b4d1d9e6,team_dea56e47f1c6,Anfield,Liverpool,Inglaterra,Cüneyt Çakır,4,0,0.43,0.57
match_3ad8ae797f59,2018-2019,01-06-2019,team_5e0fb1614a5f,team_d177b4d1d9e6,Wanda Metropolitano,Madrid,España,Damir Skomina,0,2,0.65,0.35
match_1bd35f439277,2019-2020,18-02-2020,team_7c96c6c75fa1,team_d177b4d1d9e6,Wanda Metropolitano,Madrid,España,Szymon Marciniak,1,0,0.27,0.73
match_604fed85bbcc,2019-2020,11-03-2020,team_d177b4d1d9e6,team_7c96c6c75fa1,Anfield,Liverpool,Inglaterra,Danny Makkelie,2,3,0.71,0.29
match_0fd127fc9fe5,2019-2020,19-02-2020,team_97ee5474801c,team_268fb4595b07,Signal Iduna Park,Dortmund,Alemania,NULL,2,1,0.47,0.53
match_602eed2a8258,2019-2020,11-03-2020,team_268fb4595b07,team_97ee5474801c,Parc des Princes,Paris,Francia,Anthony Taylor,2,0,0.53,0.47
match_14968e7cdc92,2019-2020,25-02-2020,team_bd172eeb9d96,team_13d462033389,Santiago Bernabeu,Madrid,España,NULL,1,2,0.49,0.51
match_4c3db3fdb81a,2019-2020,07-08-2020,team_13d462033389,team_bd172eeb9d96,Etihad Stadium,Manchester,Inglaterra,Felix Brych,2,1,0.55,0.45
match_47c34fb9cdc7,2019-2020,25-02-2020,team_10b53d95e2d3,team_b89dc80fb627,Groupama Stadium,Lyon,Francia,NULL,1,0,0.36,0.64
match_127d9a919763,2019-2020,07-08-2020,team_b89dc80fb627,team_10b53d95e2d3,Allianz Stadium,Turin,Italia,Felix Zwayer,2,1,0.62,0.38
match_a6ba4e4e24d7,2019-2020,26-02-2020,team_5e0fb1614a5f,team_fbe82ec72c3b,Tottenham Hotspur Stadium,Londres,Inglaterra,NULL,0,1,0.43,0.57
match_2cc339402d71,2019-2020,10-03-2020,team_fbe82ec72c3b,team_5e0fb1614a5f,Red Bull Arena,Leipzig,Alemania,Carlos del Cerro Grande,3,0,0.54,0.46
match_2d19b115e9d7,2019-2020,18-02-2020,team_9d68edb3a129,team_e45c3160715a,San Siro,Milán,Italia,NULL,4,1,0.51,0.49
match_7b8151247ecb,2019-2020,10-03-2020,team_e45c3160715a,team_9d68edb3a129,Mestalla,Valencia,España,Ovidiu Haţegan,3,4,0.59,0.41
match_e7dea5e9b338,2019-2020,19-02-2020,team_91cb315a6405,team_005131c0e2cb,Stamford Bridge,Londres,Inglaterra,NULL,0,3,0.37,0.63
match_e4d53949086b,2019-2020,08-08-2020,team_005131c0e2cb,team_91cb315a6405,Allianz Arena,Munich,Alemania,Ovidiu Haţegan,4,1,0.63,0.37
match_22bcce96369e,2019-2020,19-02-2020,team_81bd8fe38f89,team_dea56e47f1c6,San Paolo,Napoles,Italia,NULL,1,1,0.33,0.67
match_3fa9f432038b,2019-2020,08-08-2020,team_dea56e47f1c6,team_81bd8fe38f89,Camp Nou,Barcelona,España,Cüneyt Çakır,3,1,0.51,0.49
match_fc0d17e2f5e6,2019-2020,12-08-2020,team_9d68edb3a129,team_268fb4595b07,Estadio da Luz,Lisboa,Portugal,Anthony Taylor,1,2,0.37,0.63
match_21c7c9834db8,2019-2020,13-08-2020,team_fbe82ec72c3b,team_7c96c6c75fa1,Estadio Jose Alvalade,Lisboa,Portugal,Szymon Marciniak,2,1,0.57,0.43
match_7a5bccf443f5,2019-2020,14-08-2020,team_dea56e47f1c6,team_005131c0e2cb,Estadio da Luz,Lisboa,Portugal,Damir Skomina,2,8,0.51,0.49
match_f0bed60cf27d,2019-2020,15-08-2020,team_13d462033389,team_10b53d95e2d3,Estadio Jose Alvalade,Lisboa,Portugal,Danny Makkelie,1,3,0.72,0.28
match_52b34118225c,2019-2020,18-08-2020,team_fbe82ec72c3b,team_268fb4595b07,Estadio da Luz,Lisboa,Portugal,Björn Kuipers,0,3,0.42,0.58
match_a6f96b37d720,2019-2020,19-08-2020,team_10b53d95e2d3,team_005131c0e2cb,Estadio Jose Alvalade,Lisboa,Portugal,Antonio Mateu Lahoz,0,3,0.34,0.66
match_959c18d64a9e,2019-2020,23-08-2020,team_268fb4595b07,team_005131c0e2cb,Estadio da Luz,Lisboa,Portugal,Daniele Orsato,0,1,0.62,0.38
match_e28916153d82,2020-2021,16-02-2021,team_dea56e47f1c6,team_268fb4595b07,Camp Nou,Barcelona,España,Björn Kuipers,1,4,0.52,0.48
match_1ee8af639a6a,2020-2021,10-03-2021,team_268fb4595b07,team_dea56e47f1c6,Parc des Princes,Paris,Francia,Anthony Taylor,1,1,0.72,0.28
match_afb5ceffe7a5,2020-2021,17-02-2021,team_71d6c631e36a,team_b89dc80fb627,Estadio do Dragao,Porto,Portugal,Carlos del Cerro Grande,2,1,0.35,0.65
match_ceb1aeff27e6,2020-2021,09-03-2021,team_b89dc80fb627,team_71d6c631e36a,Allianz Stadium,Turin,Italia,Björn Kuipers,3,2,0.68,0.32
match_54ce2ead9b36,2020-2021,16-02-2021,team_fbe82ec72c3b,team_d177b4d1d9e6,Puskas Arena,Budapest,Hungria,Slavko Vinčić,0,2,0.48,0.52
match_04732836ed91,2020-2021,10-03-2021,team_d177b4d1d9e6,team_fbe82ec72c3b,Anfield,Liverpool,Inglaterra,Clément Turpin,2,0,0.4,0.6
match_590d2bf2a596,2020-2021,17-02-2021,team_ba5feb35eabd,team_97ee5474801c,Ramon Sanchez Pizjuan,Sevilla,España,Danny Makkelie,2,3,0.66,0.34
match_b63de750600f,2020-2021,09-03-2021,team_97ee5474801c,team_ba5feb35eabd,Signal Iduna Park,Dortmund,Alemania,Cüneyt Çakır,2,2,0.31,0.69
match_8e781df9ee3e,2020-2021,23-02-2021,team_7c96c6c75fa1,team_91cb315a6405,Arena Nationala,Bucarest,Rumania,Felix Brych,0,1,0.37,0.63
match_6781ee0dbfec,2020-2021,17-03-2021,team_91cb315a6405,team_7c96c6c75fa1,Stamford Bridge,Londres,Inglaterra,Daniele Orsato,2,0,0.56,0.44
match_e42e6d0e8f6d,2020-2021,23-02-2021,team_86026961dc19,team_005131c0e2cb,Stadio Olimpico,Roma,Italia,Orel Grinfeeld,1,4,0.44,0.56
match_5fc95fda45a4,2020-2021,17-03-2021,team_005131c0e2cb,team_86026961dc19,Allianz Arena,Munich,Alemania,István Kovács,2,1,NULL,NULL
match_694d2a230418,2020-2021,24-02-2021,team_9d68edb3a129,team_bd172eeb9d96,Gewiss Stadium,Bergamo,Italia,Tobias Stieler,0,1,0.31,0.69
match_d659e5caf033,2020-2021,16-03-2021,team_bd172eeb9d96,team_9d68edb3a129,Santiago Bernabeu,Madrid,España,Danny Makkelie,3,1,0.53,0.47
match_e64436bd970e,2020-2021,24-02-2021,team_481fd21575ce,team_13d462033389,Puskas Arena,Budapest,Hungria,Artur Soares Dias,0,2,0.39,0.61
match_1914d0f40a58,2020-2021,16-03-2021,team_13d462033389,team_481fd21575ce,Etihad Stadium,Manchester,Inglaterra,Sergei Karasev,2,0,0.67,0.33
match_8cb4d5e5b6b6,2020-2021,06-04-2021,team_bd172eeb9d96,team_d177b4d1d9e6,Alfredo Di Stefano,Madrid,España,Felix Brych,3,1,0.46,0.54
match_e8a741ab3f53,2020-2021,14-04-2021,team_d177b4d1d9e6,team_bd172eeb9d96,Anfield,Liverpool,Inglaterra,Björn Kuipers,0,0,0.56,0.44
match_29aae5457e68,2020-2021,06-04-2021,team_13d462033389,team_97ee5474801c,Etihad Stadium,Manchester,Inglaterra,Ovidiu Haţegan,2,1,0.62,0.38
match_55f7ee37bd92,2020-2021,14-04-2021,team_97ee5474801c,team_13d462033389,Signal Iduna Park,Dortmund,Alemania,Carlos del Cerro Grande,1,2,0.38,0.62
match_afd4ac9f63c6,2020-2021,07-04-2021,team_005131c0e2cb,team_268fb4595b07,Allianz Arena,Munich,Alemania,Antonio Mateu Lahoz,2,3,0.64,0.36
match_24981b65a63f,2020-2021,13-04-2021,team_268fb4595b07,team_005131c0e2cb,Parc des Princes,Paris,Francia,Daniele Orsato,0,1,0.56,0.44
match_5ca35bc5b730,2020-2021,07-04-2021,team_71d6c631e36a,team_91cb315a6405,Ramon Sanchez Pizjuan,Sevilla,España,Slavko Vinčić,0,2,0.4,0.6
match_4bfdb21d7fbe,2020-2021,13-04-2021,team_91cb315a6405,team_71d6c631e36a,Ramon Sanchez Pizjuan,Sevilla,España,Clément Turpin,0,1,0.46,0.54
match_034709fd98ed,2020-2021,27-04-2021,team_bd172eeb9d96,team_91cb315a6405,Alfredo Di Stefano,Madrid,España,Danny Makkelie,1,1,0.51,0.49
match_e70246150381,2020-2021,05-05-2021,team_91cb315a6405,team_bd172eeb9d96,Stamford Bridge,Londres,Inglaterra,Daniele Orsato,2,0,0.32,0.68
match_2e652e8f0039,2020-2021,28-04-2021,team_268fb4595b07,team_13d462033389,Parc des Princes,Paris,Francia,Felix Brych,1,2,0.59,0.41
match_c45527d5c28e,2020-2021,04-05-2021,team_13d462033389,team_268fb4595b07,Etihad Stadium,Manchester,Inglaterra,Björn Kuipers,2,0,0.44,0.56
match_3526eaa7968a,2020-2021,29-05-2021,team_13d462033389,team_91cb315a6405,Estadio do Dragao,Porto,Portugal,Antonio Mateu Lahoz,0,1,0.6,0.4
match_a91237afb6d6,2021-2022,15-02-2022,team_268fb4595b07,team_bd172eeb9d96,Parc des Princes,Paris,Francia,Daniele Orsato,1,0,0.43,0.57
match_43ecf43abb16,2021-2022,09-03-2022,team_bd172eeb9d96,team_268fb4595b07,Santiago Bernabeu,Madrid,España,Danny Makkelie,3,1,0.44,0.56
match_9fe0930eb8eb,2021-2022,15-02-2022,team_f41954d1272f,team_13d462033389,Estadio Jose Alvalade,Lisboa,Portugal,Srdjan Jovanović,0,5,0.36,0.64
match_b3e6dde0f3b9,2021-2022,09-03-2022,team_13d462033389,team_f41954d1272f,Etihad Stadium,Manchester,Inglaterra,Umut Meler,0,0,0.68,0.32
match_841a1c16f009,2021-2022,16-02-2022,team_7ec8336709bf,team_d177b4d1d9e6,San Siro,Milán,Italia,Szymon Marciniak,0,2,0.46,0.54
match_88df6b6137cb,2021-2022,08-03-2022,team_d177b4d1d9e6,team_7ec8336709bf,Anfield,Liverpool,Inglaterra,Antonio Mateu Lahoz,0,1,0.62,0.38
match_d35ecafd7ff3,2021-2022,16-02-2022,team_f2646aa02d03,team_005131c0e2cb,Red Bull Arena,Salzburgo,Austria,Michael Oliver,1,1,0.28,0.72
